RiskPerformance,ExternalRiskEstimate,MSinceOldestTradeOpen,AverageMInFile,NumSatisfactoryTrades,PercentTradesNeverDelq,MaxDelq2PublicRecLast12M,MaxDelqEver,NumTotalTrades,NumTradesOpeninLast12M,PercentInstallTrades,MSinceMostRecentInqexcl7days,NumInqLast6M,NetFractionRevolvingBurden,NetFractionInstallBurden,NumRevolvingTradesWBalance,NumInstallTradesWBalance,NumBank2NatlTradesWHighUtilization,PercentTradesWBalance
Bad,63,187,110,12,80,6,4,15,0,53,16,0,81,32,2,-8,1,100
Good,88,261,88,22,100,7,8,22,0,23,23,0,7,32,3,1,0,36
Good,80,253,97,14,100,7,8,14,1,57,3,1,57,32,3,-8,2,100
Good,84,350,98,19,100,7,8,20,0,25,23,0,14,24,8,3,0,85
Good,66,377,114,26,96,4,6,26,1,23,8,0,48,3,2,2,1,50
Good,91,303,101,11,100,7,8,12,1,36,23,0,1,97,2,2,0,57
Good,89,165,71,19,100,7,8,21,0,43,23,0,13,32,1,1,0,50
Good,71,158,75,28,100,7,8,28,1,29,23,0,57,32,7,1,3,89
Bad,68,115,71,14,100,7,8,14,2,14,0,5,83,32,9,1,8,100
Bad,79,231,80,17,94,6,6,18,0,39,0,2,8,32,4,1,1,50
Good,84,151,73,35,100,7,8,36,3,28,1,1,7,85,1,1,0,20
Good,85,184,69,24,100,7,8,31,3,45,0,2,19,72,3,3,0,67
Bad,70,303,69,37,100,7,8,40,3,53,2,1,49,82,10,6,0,94
Good,89,312,112,14,100,7,8,16,2,38,9,0,3,32,4,1,0,71
Bad,52,216,63,17,88,4,6,17,4,29,1,4,78,32,6,1,4,70
Good,69,209,77,20,100,7,8,21,2,20,1,2,56,32,3,1,1,57
Good,89,193,97,19,100,7,8,20,0,45,17,0,4,32,2,1,0,75
Good,91,296,163,14,100,7,8,15,0,20,23,0,2,32,1,-8,0,17
Bad,68,142,72,55,100,7,8,67,8,45,1,2,58,81,9,4,5,59
Bad,58,42,21,8,88,4,6,8,2,50,0,0,50,92,2,2,1,80
Bad,56,164,88,18,86,4,2,21,1,33,0,0,48,66,4,2,2,75
Good,74,52,31,10,100,7,8,10,0,60,0,0,38,61,2,3,2,83
Bad,73,288,131,23,89,6,5,27,2,48,0,4,24,48,8,3,2,92
Good,62,46,24,8,100,7,8,10,4,40,0,4,46,9,5,3,4,89
Bad,65,92,57,32,97,4,6,32,1,44,0,4,45,68,4,4,1,57
Good,68,75,39,31,100,7,8,32,4,23,0,1,13,87,6,3,1,50
Good,87,309,126,15,100,7,8,17,2,53,0,0,7,83,3,3,2,100
Bad,64,96,49,15,78,6,6,19,2,44,0,6,0,95,0,2,0,40
Good,72,271,58,39,98,4,5,43,2,40,0,6,12,92,4,3,0,64
Good,77,155,94,13,100,7,8,15,0,53,0,0,42,55,3,1,0,50
Bad,81,598,205,37,100,7,8,37,2,22,0,1,28,7,7,4,1,50
Good,86,235,111,20,100,7,8,20,1,25,0,0,12,70,7,2,0,90
Bad,61,308,95,30,91,4,6,32,0,13,0,4,81,32,7,2,2,82
Bad,63,151,50,29,97,4,6,30,2,70,0,1,52,90,4,4,0,100
Bad,65,216,80,19,70,4,5,20,1,30,0,0,21,32,2,1,0,38
Bad,70,145,145,2,50,6,6,2,0,100,0,1,62,32,20,1,2,100
Bad,74,228,78,19,100,7,8,20,1,50,0,0,61,93,4,2,0,100
Bad,69,214,82,27,87,6,6,30,2,50,0,2,94,76,2,3,2,100
Bad,66,310,95,24,96,3,5,28,2,46,0,1,43,55,4,3,1,78
Bad,83,130,45,14,100,7,8,16,3,44,0,2,25,32,2,2,0,44
Bad,59,140,62,20,91,6,2,23,4,61,0,2,99,87,8,4,5,100
Bad,74,210,80,10,100,7,8,10,1,40,-7,6,87,72,4,3,3,100
Bad,61,93,36,12,100,7,8,13,5,85,-7,5,103,97,1,3,1,100
Bad,71,227,56,60,92,4,6,62,7,77,-7,2,0,92,0,5,0,71
Bad,55,224,123,38,93,3,5,45,1,28,-7,3,33,22,4,3,0,54
Bad,70,162,82,15,100,7,8,20,2,45,-7,3,60,76,5,1,2,67
Good,75,181,63,38,100,7,8,39,0,28,-7,0,35,83,4,3,2,50
Good,82,279,91,26,100,7,8,27,2,50,-7,0,23,63,5,4,0,75
Bad,54,27,19,8,100,7,8,8,2,100,-7,2,62,32,20,-8,2,90
Bad,54,116,46,12,50,3,4,16,0,38,-7,2,81,32,6,1,1,88
Bad,71,143,65,19,100,7,8,19,0,21,-7,0,22,37,2,2,0,50
Bad,65,49,23,11,100,7,8,12,1,25,-7,1,76,74,4,2,3,67
Bad,55,336,111,17,74,0,2,20,2,32,-7,0,39,32,5,2,0,88
Bad,73,158,75,13,93,6,3,14,1,57,-7,1,97,77,2,2,2,100
Good,56,183,59,36,95,6,3,40,3,38,-7,0,51,32,5,1,3,67
Bad,69,131,58,27,100,7,8,30,4,36,-7,2,20,87,4,2,1,67
Bad,72,138,53,28,100,7,8,28,4,25,-7,2,37,32,8,2,2,71
Bad,61,141,72,24,74,4,4,27,2,33,-7,1,35,89,6,3,3,77
Good,85,200,69,18,100,7,8,21,2,52,9,0,20,85,1,2,0,50
Bad,56,176,63,34,86,4,6,35,4,60,0,8,48,90,5,3,3,62
Good,70,184,82,20,79,6,2,24,2,46,4,3,35,32,2,2,2,83
Bad,83,198,100,23,92,5,5,25,1,68,1,2,4,53,2,4,0,75
Good,86,161,85,19,100,7,8,21,0,38,23,0,11,32,2,1,0,57
Bad,60,155,53,16,81,4,6,16,0,44,5,0,79,32,5,1,2,86
Bad,63,315,96,45,98,4,6,48,2,46,0,2,41,67,9,3,2,80
Bad,67,154,83,9,81,6,4,16,3,44,0,6,49,92,6,2,2,100
Bad,54,316,132,8,47,3,3,19,0,47,5,0,38,60,2,2,0,57
Good,92,276,99,25,100,7,8,28,1,29,6,0,0,32,1,1,0,33
Bad,72,55,30,12,100,7,8,12,3,17,0,2,48,32,3,1,1,50
Good,77,266,69,12,100,6,7,14,4,46,0,5,73,59,4,3,1,78
Good,67,139,73,24,96,6,6,25,1,24,4,1,48,92,5,2,1,70
Good,86,153,94,10,100,7,8,11,1,73,6,0,0,87,0,3,0,60
Bad,74,225,87,14,71,6,6,17,3,59,3,3,25,32,1,1,0,33
Bad,65,194,95,19,95,4,6,20,0,50,0,4,51,32,4,1,2,83
Bad,81,98,40,22,100,7,8,23,6,17,1,4,0,81,0,1,0,11
Bad,70,122,59,23,96,4,6,25,4,52,1,1,11,65,2,4,1,67
Bad,79,167,61,26,100,7,8,31,2,65,0,16,28,101,1,2,1,60
Good,66,165,76,20,96,6,6,24,2,29,2,3,52,32,3,1,2,57
Good,91,321,170,8,100,7,8,9,0,56,2,1,1,32,1,-8,0,50
Good,74,247,94,13,72,6,4,18,2,22,23,0,37,32,6,1,0,70
Good,50,243,106,21,86,3,5,22,2,14,1,2,79,32,9,1,6,92
Good,81,137,55,20,100,7,8,23,3,43,1,4,33,92,2,3,0,63
Bad,87,215,63,20,96,6,6,25,0,32,0,1,0,32,1,1,0,20
Good,85,133,52,24,100,7,8,26,2,31,3,1,8,97,2,4,0,70
Good,86,177,73,25,100,7,8,33,2,30,3,1,2,32,3,1,0,40
Good,80,139,40,12,100,7,8,14,4,36,2,5,19,97,5,2,0,88
Good,75,203,79,41,98,6,6,43,4,19,1,2,16,9,6,2,1,73
Good,62,416,145,30,82,4,6,34,0,21,19,0,62,55,11,2,5,78
Good,67,72,32,17,100,7,8,17,5,12,3,2,58,65,3,2,0,83
Good,86,464,153,33,100,6,7,34,2,35,5,1,4,32,8,1,0,80
Good,71,152,72,53,100,7,8,59,5,21,2,6,43,32,3,1,0,80
Good,82,151,66,10,91,6,5,13,2,23,10,0,0,32,0,1,2,33
Good,82,174,74,25,100,7,8,26,1,23,5,0,19,77,2,3,0,67
Good,56,166,72,18,77,4,5,22,2,32,5,2,82,28,5,2,3,88
Bad,55,590,185,29,90,4,5,31,4,19,0,1,55,32,10,-8,3,69
Bad,77,229,72,28,100,7,8,33,3,48,0,10,30,32,6,2,2,50
Bad,66,106,45,21,100,7,8,23,3,87,1,1,79,94,1,5,1,100
Bad,63,245,79,38,90,4,6,41,4,45,8,1,38,84,5,4,2,56
Good,56,41,19,8,88,4,6,8,4,50,0,2,73,79,2,2,1,80
Good,64,177,88,23,83,4,6,24,3,42,0,1,28,44,4,3,2,70
Bad,75,160,57,30,100,7,8,31,5,55,0,2,7,85,3,9,0,86
Good,83,240,94,19,100,7,8,19,2,47,0,0,21,88,3,2,0,83
Good,82,197,70,24,100,7,8,29,1,66,0,0,64,81,2,3,0,83
Bad,76,138,70,16,100,7,8,17,0,29,0,1,49,72,3,2,2,71
Good,81,168,99,13,71,6,6,17,1,65,0,0,10,26,1,2,2,75
Bad,63,137,56,36,100,6,8,40,9,55,0,3,32,92,7,5,2,75
Bad,67,226,62,14,93,6,6,15,3,47,0,0,79,32,4,1,3,83
Bad,68,68,33,16,100,7,8,16,2,13,0,2,53,58,5,2,3,64
Bad,57,92,65,5,67,6,4,7,0,50,0,1,28,32,2,1,2,75
Bad,65,142,85,9,82,6,3,13,0,64,0,1,30,35,2,2,0,100
Good,81,153,63,28,100,7,8,29,0,34,0,1,17,32,3,1,1,40
Bad,77,316,85,53,100,7,8,57,4,21,0,1,20,97,10,4,3,50
Bad,70,373,101,23,96,4,6,25,4,52,0,5,49,100,2,1,0,75
Bad,63,81,35,34,97,6,6,36,6,25,0,6,35,74,11,6,2,71
Bad,54,113,36,37,97,4,6,38,6,50,0,9,59,94,4,5,1,69
Bad,72,221,76,13,100,7,8,13,4,54,0,3,75,96,5,4,2,100
Bad,57,129,63,32,84,6,6,32,5,31,0,3,82,73,4,4,3,73
Bad,73,373,109,27,97,6,6,32,1,34,0,1,57,32,3,1,1,63
Good,88,433,138,21,96,6,6,23,2,74,0,4,0,93,2,2,0,57
Good,70,63,36,14,100,7,8,15,4,47,0,1,70,32,4,1,2,71
Good,77,181,68,27,89,6,5,28,2,46,0,1,4,69,3,2,0,45
Bad,71,139,68,4,80,3,5,5,0,60,0,1,0,93,0,2,2,67
Good,78,200,74,31,97,4,6,35,1,29,0,0,0,61,2,3,0,38
Bad,59,195,51,17,84,1,2,19,3,53,0,1,32,83,2,2,2,75
Bad,57,172,116,10,58,0,2,21,0,17,0,0,12,32,2,-8,2,67
Bad,88,173,104,12,100,7,8,12,1,33,0,1,0,32,1,1,0,25
Good,80,322,103,25,92,6,5,26,1,12,0,0,2,32,2,1,1,33
Good,82,280,102,22,91,6,6,23,0,9,0,0,3,32,4,1,1,42
Good,75,142,70,16,100,7,8,18,4,56,0,1,67,101,2,2,1,100
Good,65,409,72,33,92,4,6,36,3,53,0,0,17,58,3,3,2,41
Good,63,148,93,14,67,4,5,15,0,47,0,1,73,34,3,2,0,100
Bad,64,133,77,16,76,3,4,21,2,29,0,2,32,2,6,2,1,80
Good,62,164,64,21,86,4,6,21,1,19,0,0,70,52,5,1,1,75
Bad,83,192,148,7,100,7,8,7,0,71,0,1,62,32,20,1,2,100
Bad,71,162,58,12,100,6,8,13,2,46,0,2,73,42,4,3,1,88
Bad,66,164,71,24,85,4,5,27,1,30,0,4,17,30,3,6,0,75
Bad,66,143,38,8,90,6,2,12,3,30,0,0,25,32,3,1,0,67
Bad,78,353,108,50,98,6,6,54,2,31,0,0,44,71,8,3,4,55
Bad,56,127,46,13,92,4,6,13,1,54,0,1,88,75,5,3,2,89
Bad,72,169,86,12,80,6,5,17,1,33,0,0,1,32,1,1,0,40
Good,73,251,77,33,100,7,8,37,3,35,0,2,20,62,7,2,2,69
Bad,79,322,117,32,100,6,8,34,0,50,0,0,0,32,1,1,0,29
Bad,66,204,89,20,100,7,8,20,1,40,0,1,90,100,2,2,1,100
Bad,55,367,74,24,96,4,6,26,10,46,0,7,77,63,6,4,4,100
Bad,57,164,62,16,72,4,3,19,2,47,0,1,67,62,5,2,3,100
Bad,84,204,91,22,100,7,8,22,1,32,0,2,70,85,3,3,2,55
Good,76,174,77,45,98,6,7,48,0,40,0,6,19,83,2,3,1,38
Bad,54,190,74,21,65,4,6,23,1,48,0,0,94,32,6,1,2,100
Bad,57,208,69,20,65,4,6,20,2,40,0,6,70,100,4,3,2,64
Bad,55,174,84,35,73,4,5,37,2,38,0,1,17,65,3,5,0,62
Good,74,250,81,19,100,7,8,20,0,20,0,1,69,54,6,3,2,69
Bad,80,160,49,15,100,7,8,15,1,20,0,1,14,32,2,1,0,30
Good,86,403,131,18,100,7,8,21,2,24,0,4,2,32,4,-8,0,40
Bad,63,149,64,22,85,3,5,26,3,54,0,2,25,97,1,4,1,63
Bad,81,79,45,12,100,7,8,16,2,44,0,0,7,82,3,2,0,56
Bad,77,117,55,18,89,6,6,19,1,53,0,3,29,65,3,4,0,88
Good,84,172,83,20,100,7,8,22,1,14,0,1,6,32,3,1,0,67
Bad,63,149,80,11,83,4,5,12,2,33,0,17,27,86,2,3,0,83
Bad,61,187,46,26,88,6,5,33,1,36,0,5,60,77,7,2,3,75
Bad,68,176,96,22,95,4,6,22,1,27,0,0,62,17,2,6,1,89
Bad,78,325,91,37,100,7,8,38,3,16,0,1,51,72,5,3,2,69
Good,85,446,183,8,100,7,8,9,1,67,0,0,12,69,1,2,2,75
Good,84,278,93,34,94,5,6,34,1,18,0,0,9,32,5,1,0,43
Good,78,274,98,5,100,7,8,6,2,67,0,2,0,80,0,2,0,50
Bad,74,271,76,22,100,7,8,24,1,46,0,0,70,43,8,4,3,100
Bad,61,176,83,29,94,4,6,31,2,35,0,0,67,22,9,3,3,86
Bad,74,271,65,32,100,7,8,33,8,18,0,1,18,32,4,-8,1,20
Bad,61,172,59,22,96,2,4,23,1,30,0,0,54,84,7,4,2,92
Bad,65,196,54,40,100,7,8,41,3,22,0,4,36,71,12,3,2,63
Bad,73,229,122,16,88,4,6,17,0,41,0,0,40,56,2,2,0,100
Bad,63,180,90,3,60,6,4,5,0,40,0,0,62,85,1,2,2,100
Bad,69,72,44,19,100,7,8,19,2,47,0,0,35,33,4,5,0,69
Bad,58,164,62,21,70,4,5,24,4,52,0,5,27,94,5,4,0,82
Bad,63,112,42,3,100,6,8,3,2,100,0,2,62,81,20,2,2,100
Bad,56,189,66,43,92,4,6,49,7,63,0,8,46,39,7,3,3,67
Bad,64,330,112,8,67,4,5,9,1,33,0,0,84,89,4,2,2,75
Bad,72,265,154,13,81,5,4,16,0,56,0,1,41,83,4,2,0,100
Good,82,207,94,15,100,5,8,16,0,44,0,1,31,59,4,2,0,100
Bad,57,209,64,34,91,4,6,35,3,37,0,2,54,86,9,2,2,69
Bad,56,189,90,27,69,4,6,29,1,31,0,2,62,32,7,1,2,67
Bad,63,184,75,22,95,4,6,22,1,18,0,1,78,6,8,2,4,79
Good,70,163,78,32,94,6,6,35,1,40,0,2,47,47,10,2,0,92
Good,78,111,58,19,100,7,8,22,3,32,0,3,11,29,4,2,1,75
Bad,63,257,90,28,93,4,6,29,4,14,0,5,60,87,3,3,1,60
Bad,84,362,114,33,97,6,6,35,1,40,0,3,1,89,2,2,0,36
Bad,67,247,104,8,78,4,4,9,0,33,0,0,32,42,3,2,0,83
Bad,62,155,70,21,74,4,2,23,2,57,0,5,75,93,1,3,1,100
Bad,54,120,42,12,67,4,6,12,4,50,0,0,77,89,2,4,1,100
Bad,56,165,71,1,75,6,5,9,2,50,0,3,0,32,0,1,0,67
Bad,64,60,29,4,100,7,8,5,1,50,0,3,76,100,2,2,2,100
Good,75,140,56,21,100,7,8,22,1,27,0,1,20,63,3,2,1,56
Good,82,156,84,12,100,7,8,12,0,42,0,0,73,68,3,2,0,100
Bad,57,138,66,11,71,6,3,14,0,36,0,0,41,32,4,1,0,71
Good,75,140,58,34,97,6,6,34,0,50,0,0,0,52,1,3,0,33
Good,80,229,87,12,100,7,8,13,2,15,0,0,53,32,2,1,2,38
Bad,62,30,13,8,90,4,6,10,4,40,0,3,17,100,3,4,0,89
Bad,66,107,56,17,94,6,6,17,0,12,0,0,72,32,10,-8,2,100
Bad,67,36,14,6,100,7,8,6,3,67,0,3,41,88,1,3,2,80
Bad,66,265,101,32,86,4,2,36,4,33,0,1,39,32,7,1,1,89
Bad,56,125,47,10,83,4,6,12,1,17,0,1,85,32,4,1,4,71
Good,87,216,127,7,100,7,8,7,0,29,0,0,14,32,2,1,0,100
Bad,63,207,58,35,95,6,5,37,3,41,0,2,51,61,5,3,3,69
Bad,86,169,82,5,100,7,8,5,1,60,0,1,24,75,1,3,0,100
Bad,65,102,39,38,92,4,4,39,9,46,0,13,20,86,4,14,1,72
Good,87,196,117,19,100,7,8,20,0,30,0,0,7,32,5,-8,2,71
Good,80,263,84,23,96,6,6,23,0,52,0,0,8,33,4,3,0,70
Good,87,247,97,19,100,7,8,20,0,45,0,0,3,39,1,1,0,33
Bad,69,192,87,14,94,4,6,17,1,53,0,1,53,115,2,1,1,60
Bad,79,409,127,16,94,6,4,17,0,29,0,0,49,32,2,-8,0,33
Good,76,287,121,35,100,7,8,36,1,19,0,0,34,72,4,3,2,50
Good,77,213,96,45,96,6,6,47,3,23,0,2,11,32,4,-8,0,31
Good,86,153,77,19,100,7,8,21,0,43,0,1,8,92,1,4,0,83
Bad,70,45,27,3,100,7,8,4,1,67,0,1,55,45,1,1,0,100
Good,75,176,69,18,100,6,8,19,1,42,0,0,48,51,6,3,1,82
Bad,61,108,64,3,67,6,6,8,2,50,0,4,81,81,1,1,1,75
Bad,73,71,47,9,89,6,6,9,0,67,0,2,17,93,1,3,2,100
Bad,86,109,54,8,100,7,8,8,0,50,0,0,6,32,1,1,0,50
Good,65,271,92,24,92,4,6,24,2,42,0,2,31,45,8,3,1,73
Bad,89,496,140,20,100,7,8,22,1,0,0,2,7,32,3,-8,0,27
Bad,54,186,53,22,64,4,5,25,3,40,0,2,33,87,6,1,1,58
Bad,81,227,58,37,91,6,6,45,6,78,0,0,0,90,0,7,0,58
Bad,68,129,55,27,100,7,8,27,2,44,0,1,75,96,7,3,3,100
Bad,73,257,83,7,100,7,8,7,3,29,0,2,71,96,2,2,2,100
Bad,67,87,44,20,90,4,6,20,0,35,0,1,31,73,3,3,1,60
Bad,77,147,65,15,93,6,6,15,2,33,0,3,21,37,2,2,0,44
Good,81,139,51,14,100,7,8,15,4,20,0,3,16,60,2,3,0,45
Good,55,294,75,24,75,1,3,31,1,36,0,0,60,12,5,2,0,64
Bad,62,132,48,8,67,5,5,12,0,22,0,1,56,32,4,-8,1,80
Bad,65,52,27,6,83,6,6,6,2,67,-7,3,74,96,1,2,2,100
Bad,65,249,70,32,94,6,6,33,2,18,-7,2,48,32,8,1,1,45
Good,79,125,57,29,100,7,8,33,1,45,-7,1,1,71,1,4,0,45
Bad,75,206,65,15,88,5,2,17,1,53,-7,1,0,32,0,1,0,33
Bad,72,196,98,31,94,6,6,32,3,34,-7,7,24,60,7,1,0,73
Bad,80,191,76,27,93,6,6,28,1,39,-7,2,3,36,3,2,0,67
Bad,64,236,109,25,92,5,6,26,1,38,-7,3,81,49,13,3,6,100
Bad,74,213,81,20,100,7,8,20,2,45,-7,0,73,81,5,4,2,100
Good,76,163,80,44,100,7,8,68,2,28,-7,1,14,57,8,3,2,58
Bad,62,157,67,24,96,0,2,25,4,60,-7,4,59,62,4,4,2,73
Bad,85,201,58,6,100,7,8,7,3,57,-7,2,11,97,2,2,2,80
Good,78,423,138,30,97,6,6,31,5,23,-7,1,26,58,4,1,1,32
Good,62,462,169,19,71,4,6,21,0,10,-7,0,63,32,14,-8,6,88
Bad,57,81,41,22,95,5,6,22,3,59,-7,1,100,61,7,6,5,93
Good,71,131,61,35,100,7,8,37,5,50,-7,5,43,94,6,2,1,89
Good,68,186,82,22,96,6,6,24,5,29,-7,4,55,93,8,5,2,81
Bad,57,342,57,17,88,4,6,17,3,82,-7,2,99,45,2,4,1,100
Bad,73,156,49,25,96,5,7,25,2,40,-7,1,58,88,7,9,1,80
Bad,56,70,31,28,96,6,6,29,7,25,-7,2,71,32,8,1,4,56
Good,86,192,128,17,100,7,8,17,0,41,-7,0,22,32,3,1,0,80
Good,87,183,122,24,100,7,8,26,1,42,-7,1,18,69,5,2,0,54
Bad,71,243,84,15,94,6,6,16,1,25,-7,1,56,32,5,1,3,86
Bad,54,141,54,15,71,3,5,17,2,41,-7,0,49,86,3,3,2,75
Bad,64,180,83,33,78,4,5,36,2,25,-7,0,19,56,4,3,1,64
Bad,79,66,35,5,100,7,8,5,0,60,-7,0,35,36,2,3,0,100
Bad,80,194,96,20,100,7,8,21,1,30,-7,1,16,66,5,1,0,55
Good,79,70,35,6,86,5,6,7,1,43,-7,2,2,97,1,2,0,75
Good,78,254,118,39,95,6,6,39,2,26,-7,1,20,9,6,3,0,56
Bad,59,255,87,16,76,4,6,17,1,41,-7,3,80,43,4,3,3,100
Good,72,149,63,46,100,7,8,49,4,51,-7,4,34,83,4,5,2,75
Bad,69,257,111,10,71,4,5,14,1,43,-7,1,51,32,3,1,0,80
Bad,82,189,86,13,100,7,8,14,3,57,-7,3,18,81,2,3,1,71
Bad,81,181,69,29,97,5,6,36,1,78,-7,0,0,81,0,2,0,60
Bad,55,378,103,22,75,0,2,26,0,29,-7,3,40,73,5,3,1,67
Good,78,208,112,16,94,4,6,17,0,76,-7,0,0,32,0,1,0,50
Bad,56,191,76,53,100,0,8,54,7,48,-7,3,51,60,13,5,1,78
Bad,60,138,64,20,87,4,6,23,2,57,-7,1,75,39,5,3,1,100
Bad,56,173,69,6,86,4,5,7,0,57,-7,0,82,100,3,2,3,100
Bad,61,252,127,32,86,4,3,43,0,47,-7,0,38,32,7,1,1,53
Bad,54,179,81,21,62,4,6,21,3,14,-7,2,92,86,11,3,10,94
Bad,70,197,97,30,91,6,6,32,0,22,-7,4,44,32,8,1,4,63
Good,85,139,81,28,100,7,8,29,1,45,-7,2,0,32,0,2,0,40
Good,87,230,83,22,100,7,8,23,2,22,-7,0,1,50,1,2,0,42
Good,66,174,75,38,100,7,8,40,5,40,-7,6,77,60,4,8,3,75
Bad,76,157,81,19,100,7,8,19,1,26,-7,1,33,32,3,1,1,56
Good,70,262,60,17,88,4,6,17,0,24,-7,0,1,77,2,3,0,71
Bad,66,251,98,35,92,4,6,38,0,16,-7,0,60,32,3,1,1,36
Good,65,121,68,21,95,6,6,21,0,24,-7,0,87,30,5,2,4,78
Good,63,203,83,32,97,6,6,35,1,60,-7,2,68,8,8,2,1,92
Bad,66,183,45,21,88,6,5,25,4,40,-7,1,8,54,1,4,0,50
Bad,57,168,107,8,89,0,6,9,0,44,-7,0,62,32,20,-8,2,90
Good,78,144,74,11,100,7,8,11,0,27,-7,0,30,32,2,1,0,60
Bad,56,158,63,10,71,4,5,14,3,14,-7,1,46,32,6,1,2,100
Good,66,331,94,24,92,6,6,26,7,25,-7,0,56,91,6,3,3,64
Bad,56,201,78,23,55,4,6,31,4,29,-7,4,68,32,10,1,1,73
Good,88,194,95,12,100,7,8,15,0,53,-7,0,3,32,1,1,0,50
Bad,57,137,80,3,33,5,7,3,0,100,-7,0,62,82,20,2,2,100
Bad,69,63,32,16,100,6,7,17,3,41,-7,7,45,57,5,3,0,80
Bad,54,126,26,9,90,4,6,11,2,36,3,2,44,76,4,2,1,86
Bad,58,168,119,30,81,4,6,31,1,42,-7,0,84,68,5,5,4,73
Good,78,300,130,17,89,6,5,18,1,11,23,0,18,32,5,1,0,55
Bad,63,186,69,24,73,5,2,30,2,50,0,3,8,76,2,3,1,63
Good,74,215,99,28,97,6,2,31,1,42,4,1,1,32,1,1,0,20
Bad,54,207,69,34,75,3,5,38,6,25,2,2,17,80,8,5,1,68
Bad,67,209,96,16,86,6,3,22,4,50,1,4,42,89,2,2,1,67
Good,70,137,87,18,95,4,6,21,0,15,23,0,10,32,2,1,0,50
Good,82,161,77,58,98,6,6,58,2,12,1,1,6,64,4,3,0,33
Bad,66,174,59,7,90,6,6,10,2,30,0,1,86,32,2,-8,1,40
Good,86,160,129,14,100,7,8,14,1,64,6,0,2,91,2,1,0,100
Bad,61,61,25,23,96,4,6,23,5,52,3,3,30,87,6,6,0,100
Bad,70,243,80,57,98,6,6,58,2,43,3,2,48,87,10,4,4,74
Good,77,167,110,23,100,7,8,26,0,31,15,0,51,32,4,-8,1,67
Bad,72,260,142,22,100,7,8,23,0,30,0,3,90,67,4,1,3,83
Bad,64,242,124,16,47,4,5,19,0,74,0,4,27,32,2,3,0,100
Bad,64,242,124,16,47,4,5,19,0,74,0,4,27,32,2,3,0,100
Good,80,224,201,20,100,7,8,20,0,5,0,1,38,95,6,1,0,78
Bad,68,95,42,21,100,7,8,22,2,14,0,2,65,13,3,2,1,83
Bad,56,105,43,16,94,4,6,16,1,69,2,2,101,84,2,4,1,86
Good,78,126,58,41,100,7,8,45,2,51,0,2,14,75,3,5,0,50
Bad,67,167,87,12,75,6,6,12,0,33,9,0,50,151,3,2,1,71
Bad,61,232,116,37,88,4,4,41,1,20,3,6,57,41,13,2,5,79
Good,62,89,61,24,92,6,6,25,0,36,11,0,70,32,4,1,2,63
Bad,65,395,77,42,100,7,8,43,4,26,0,3,51,94,8,4,4,55
Bad,59,146,60,21,91,4,6,22,2,68,0,4,34,46,2,4,2,75
Bad,68,260,72,21,96,1,3,23,1,39,1,1,9,80,5,2,0,70
Good,84,110,67,12,100,7,8,13,0,23,0,1,4,74,2,2,0,80
Bad,57,385,81,26,85,4,6,28,1,23,8,0,73,84,5,2,2,58
Good,56,370,124,28,84,4,6,31,3,16,4,1,39,88,11,2,3,54
Good,83,193,99,18,100,7,8,18,1,33,0,1,37,32,3,1,0,80
Good,86,247,81,29,100,7,8,30,6,47,23,0,2,74,3,5,0,53
Bad,65,257,96,18,90,6,6,21,2,29,5,1,81,89,8,3,5,100
Good,71,183,79,14,87,4,6,15,1,67,15,0,58,71,3,3,1,86
Bad,49,198,95,12,55,4,4,20,2,35,0,2,60,32,6,1,1,78
Good,85,216,66,20,100,7,8,20,2,45,2,1,4,75,3,2,1,45
Good,83,122,52,13,100,7,8,13,1,38,4,1,18,32,2,1,0,100
Good,75,174,78,17,100,6,8,17,1,53,8,0,15,64,2,2,0,44
Good,82,172,80,38,100,7,8,41,2,20,4,1,5,74,6,2,1,64
Bad,55,210,60,25,89,6,5,28,2,44,0,4,88,97,4,5,3,90
Bad,67,140,80,11,73,5,6,11,0,55,12,0,87,32,4,1,3,100
Good,65,181,94,8,73,6,2,11,0,9,4,1,47,32,1,-8,1,33
Good,83,174,142,13,100,7,8,14,1,36,0,3,0,82,0,2,0,33
Good,73,248,76,24,88,6,6,26,2,28,0,1,12,90,4,2,0,64
Bad,68,147,76,30,72,6,5,32,3,22,1,3,48,61,4,2,1,67
Good,73,223,99,22,91,4,6,23,0,35,4,1,6,65,6,2,0,80
Good,87,190,139,28,100,7,8,29,0,34,7,0,19,32,3,1,0,50
Bad,67,212,79,18,100,7,8,18,5,22,0,3,81,30,7,1,5,82
Bad,63,99,41,20,100,7,8,20,2,50,2,2,70,88,7,2,4,82
Bad,55,110,63,9,62,4,5,13,0,46,0,1,92,89,3,2,1,100
Bad,62,166,54,38,95,6,3,44,4,32,1,3,80,93,5,2,3,78
Bad,67,14,14,2,100,7,8,2,0,0,3,1,82,32,2,-8,1,100
Good,69,127,59,35,95,6,3,38,4,37,4,2,42,87,6,3,2,75
Good,80,51,41,9,100,7,8,9,0,33,8,0,18,32,2,1,1,60
Good,87,229,100,22,100,7,8,25,2,44,1,2,16,83,5,2,0,64
Bad,65,280,69,31,100,7,8,33,4,6,0,5,34,32,10,1,5,55
Good,74,306,121,35,97,6,3,37,0,19,8,0,32,49,11,3,3,75
Bad,65,132,35,21,93,5,7,28,4,61,0,6,91,32,7,1,1,89
Good,79,158,54,23,100,7,8,25,2,38,3,2,14,130,1,2,0,50
