ExternalRiskEstimate,MSinceOldestTradeOpen,AverageMInFile,NumSatisfactoryTrades,PercentTradesNeverDelq,MaxDelq2PublicRecLast12M,MaxDelqEver,NumTotalTrades,NumTradesOpeninLast12M,PercentInstallTrades,MSinceMostRecentInqexcl7days,NumInqLast6M,NetFractionRevolvingBurden,NetFractionInstallBurden,NumRevolvingTradesWBalance,NumInstallTradesWBalance,NumBank2NatlTradesWHighUtilization,PercentTradesWBalance
85,186,75,23,100,7,8,25,0,32,2,1,1,32,2,2,1,57
70,130,86,11,77,4,2,13,2,31,0,0,18,1,2,1,0,75
57,71,32,24,92,4,6,24,4,46,0,2,53,83,5,6,2,87
79,134,59,32,100,7,8,39,6,41,0,4,14,95,2,4,1,40
86,181,82,29,97,6,6,31,1,42,8,0,3,32,1,1,0,14
73,437,149,18,90,6,6,18,4,19,-7,2,39,32,3,1,0,42
83,255,105,11,91,6,6,11,1,45,6,0,7,33,2,3,0,83
79,120,43,13,100,7,8,14,5,7,4,2,15,32,4,-8,0,44
83,102,40,14,100,7,8,15,6,14,0,1,8,32,1,1,0,18
82,92,49,12,100,7,8,12,1,17,5,0,6,32,6,1,0,64
56,182,105,16,65,0,2,20,3,25,0,1,43,32,3,-8,1,38
66,213,88,12,60,4,6,15,0,20,17,1,51,73,3,1,0,80
80,152,73,28,100,7,8,29,2,24,0,4,2,32,6,1,0,58
79,125,57,29,100,7,8,33,1,45,-7,1,1,71,1,4,0,45
89,181,75,8,100,7,8,8,0,25,0,0,0,32,1,1,0,40
87,177,58,10,100,7,8,11,2,36,-7,0,2,100,2,2,0,67
79,192,69,18,100,7,8,18,1,28,-7,1,24,78,5,2,0,78
73,74,48,3,100,7,8,3,0,100,0,2,62,98,20,1,2,100
61,185,85,34,94,4,6,15,2,26,15,0,57,83,16,2,3,95
91,180,112,6,100,7,8,7,0,50,23,0,2,32,1,1,0,67
59,120,32,7,86,4,6,24,2,57,-7,1,42,95,1,2,0,100
76,183,17,7,100,7,8,0,1,33,2,2,9,73,3,2,0,63
56,381,102,17,71,4,6,21,2,29,-7,4,0,56,2,2,0,42
70,176,96,20,95,5,6,20,1,30,0,0,74,71,8,4,3,86
73,158,62,17,89,6,2,19,1,37,20,0,19,47,1,3,0,80
88,204,86,18,100,7,8,18,0,17,-7,0,3,32,4,1,0,56
70,196,56,25,100,7,8,27,4,30,0,3,34,79,4,4,1,47
82,271,88,31,97,6,6,34,4,18,0,1,16,32,5,1,0,55
50,202,55,32,84,0,5,39,6,36,0,5,69,97,6,6,1,63
61,212,61,37,85,5,2,47,3,15,-7,2,33,32,12,3,1,70
81,113,53,15,100,7,8,16,3,0,-7,1,19,32,4,-8,0,44
82,224,122,20,100,7,8,5,2,10,-7,1,16,32,8,-8,1,73
74,319,54,32,100,7,8,32,4,31,0,4,69,33,6,3,2,90
77,225,88,44,98,6,6,58,3,21,10,0,22,32,10,1,0,65
59,207,56,15,81,4,6,16,0,69,0,1,32,79,2,2,1,80
55,584,172,17,76,4,6,17,0,24,0,8,61,72,8,1,1,100
58,150,84,14,55,6,4,20,3,10,-7,0,24,32,4,1,1,50
80,291,155,31,100,7,8,31,0,6,0,1,21,80,7,1,1,42
65,186,40,15,100,6,8,15,4,20,2,4,39,72,7,1,0,67
89,421,136,19,100,7,8,28,1,16,23,0,4,32,3,-8,0,30
65,303,88,39,81,4,5,47,0,45,0,3,23,2,4,3,1,58
57,151,65,14,81,2,4,16,2,75,-7,1,36,90,1,3,0,100
70,212,39,13,100,7,8,15,7,27,1,3,39,68,4,4,1,73
65,77,52,11,83,6,4,14,0,58,0,0,71,32,2,1,2,60
89,384,111,31,100,7,8,33,2,30,3,3,12,32,1,1,0,33
58,211,54,39,95,4,6,39,4,23,0,1,25,43,5,3,3,47
70,69,25,17,100,7,8,21,5,20,-7,0,21,89,5,2,2,70
74,228,78,19,100,7,8,20,1,50,0,0,61,93,4,2,0,100
84,278,93,34,94,5,6,34,1,18,0,0,9,32,5,1,0,43
63,189,70,15,61,5,2,31,1,17,-7,2,15,32,4,2,0,67
82,205,87,21,100,7,8,23,1,48,0,0,10,70,3,6,0,75
86,398,104,33,100,7,8,35,1,18,1,2,6,47,4,3,0,62
68,98,48,28,94,6,4,32,6,19,1,6,53,95,5,2,1,50
70,149,72,24,93,4,4,29,6,55,0,0,24,106,2,8,0,67
71,303,116,20,86,6,6,21,1,24,2,1,43,20,4,2,0,75
76,204,79,15,87,4,6,15,2,40,18,0,0,53,3,3,0,60
74,378,120,15,93,6,6,15,0,13,0,0,59,32,6,1,2,78
85,151,64,20,100,7,8,20,2,35,0,0,4,56,4,2,0,67
91,362,139,12,100,7,8,12,0,8,0,0,1,32,4,1,0,50
79,390,117,28,97,4,6,31,3,23,3,1,5,32,4,1,0,36
68,13,13,1,100,7,8,1,0,100,0,1,62,32,20,1,2,100
72,220,91,36,100,7,8,36,4,22,0,1,44,86,7,2,2,56
92,406,149,12,100,7,8,13,1,38,0,2,5,92,1,1,0,50
78,267,73,35,97,6,6,35,2,43,2,2,27,91,4,4,1,80
70,188,68,16,94,6,2,17,0,47,-7,1,53,83,2,2,1,80
59,179,40,28,100,7,8,28,3,11,0,1,62,65,8,1,4,75
79,106,64,16,100,7,8,16,1,38,0,2,20,44,2,3,1,50
87,128,61,5,100,7,8,5,1,40,0,2,0,32,0,1,0,33
58,66,36,14,100,0,8,16,2,64,0,1,37,66,4,6,1,100
75,222,124,23,92,6,2,25,2,24,0,0,30,57,4,2,1,40
86,159,98,28,100,7,8,28,1,36,0,4,28,32,1,2,0,75
69,130,60,13,82,6,2,18,1,53,0,3,6,60,3,4,1,88
80,126,65,12,100,7,8,17,1,65,7,0,30,58,2,5,0,88
55,262,124,9,31,4,3,17,0,50,0,2,38,24,1,2,0,75
72,280,97,54,100,7,8,11,8,20,5,2,22,37,9,4,1,44
72,263,103,22,100,7,8,24,0,25,0,0,72,32,9,2,2,92
65,20,9,8,100,7,8,9,7,22,4,1,33,88,6,2,0,89
77,338,109,16,90,6,2,21,1,14,0,1,2,32,1,1,0,22
66,115,64,13,93,6,5,15,0,14,0,5,66,32,5,1,2,75
67,158,47,28,100,6,7,29,2,45,-7,1,42,69,7,5,5,67
84,337,84,36,100,7,8,44,3,16,0,2,3,100,6,2,0,53
63,142,78,16,76,3,5,17,2,47,15,0,59,51,3,2,2,83
57,158,76,24,88,6,6,26,2,42,0,1,62,76,6,4,3,69
82,112,50,13,93,6,6,14,4,43,0,1,8,77,2,2,1,50
73,170,70,28,100,0,8,28,0,36,-7,0,28,8,2,2,1,50
85,314,110,12,100,7,8,12,0,42,0,0,24,48,4,2,2,100
61,114,63,16,72,0,6,19,0,56,0,0,13,32,1,1,0,50
58,254,142,31,82,6,6,33,1,67,0,5,61,33,2,4,1,88
90,381,105,11,100,7,8,11,0,82,0,0,2,37,1,4,0,83
84,340,96,14,100,7,8,16,0,13,23,0,28,32,3,1,0,67
65,159,49,11,91,6,6,22,0,27,9,0,52,32,4,1,1,83
72,177,48,31,100,7,8,34,7,47,0,12,45,93,6,6,2,60
61,111,25,9,100,6,8,14,4,64,0,3,65,88,2,6,1,90
66,183,62,28,100,7,8,29,0,28,12,0,86,54,8,2,8,91
61,209,89,34,83,0,2,41,3,44,0,8,35,46,8,4,1,76
65,82,43,25,97,6,5,30,3,33,2,4,33,53,2,8,1,56
63,316,99,13,69,4,6,16,0,56,10,0,26,32,2,1,1,75
80,415,129,20,90,4,6,20,1,20,23,0,8,84,1,1,0,50
62,135,63,9,69,6,3,14,1,38,0,0,0,32,0,-8,2,0
82,231,158,15,100,7,8,17,0,24,-7,1,31,32,4,1,1,56
84,172,74,21,100,7,8,21,1,29,3,1,1,32,1,2,0,36
74,158,65,24,96,6,6,25,2,40,0,0,48,81,7,6,1,81
55,156,65,59,98,4,6,59,5,36,1,12,44,91,7,5,1,92
84,341,100,11,100,7,8,11,1,36,0,2,23,83,3,2,0,83
72,216,79,23,85,6,2,27,4,41,0,0,47,32,3,2,1,56
89,237,148,20,100,7,8,20,0,10,-7,0,3,32,5,-8,0,56
86,243,87,16,100,7,8,16,4,44,0,1,9,100,2,2,0,57
67,89,41,19,100,7,8,21,5,71,0,4,83,91,4,5,2,100
57,236,97,13,69,0,2,16,0,38,19,0,101,32,3,1,2,100
78,260,133,23,100,7,8,23,0,35,0,1,37,76,7,2,1,82
81,427,123,28,100,7,8,29,1,31,3,1,22,91,8,2,0,63
65,138,68,35,97,5,7,36,2,53,0,0,76,78,12,4,2,100
73,207,68,25,96,6,6,26,4,46,0,4,0,32,2,1,0,43
67,204,80,19,95,6,2,23,6,39,0,0,3,67,1,3,0,40
69,77,44,18,85,6,5,21,3,10,-7,1,1,97,3,1,0,33
80,255,55,23,100,7,8,23,3,17,2,5,2,32,2,1,0,20
74,199,47,31,100,7,8,33,5,27,0,2,17,66,4,3,1,54
64,43,15,10,100,7,8,12,6,36,10,0,39,41,4,3,1,70
65,181,58,21,91,4,6,23,1,52,5,1,40,88,4,3,2,64
82,289,71,20,100,7,8,14,3,45,6,0,19,32,3,1,0,57
56,180,74,29,87,1,3,32,4,30,-7,1,30,80,5,4,1,69
75,117,54,13,86,6,4,15,2,21,4,4,0,46,2,3,2,83
76,100,44,9,100,7,8,9,0,22,11,0,54,65,1,2,1,63
78,114,32,8,100,7,8,9,3,67,1,2,39,69,1,1,0,67
85,259,72,32,100,7,8,34,0,41,0,1,4,32,3,1,0,67
82,205,86,30,97,6,6,31,4,19,0,2,2,75,7,1,0,44
79,143,86,15,95,6,5,19,0,79,23,1,19,80,3,4,0,88
81,156,71,23,96,6,6,24,2,67,3,1,11,91,2,2,2,67
54,51,34,7,63,4,2,9,1,33,0,1,86,88,3,1,0,100
83,244,69,33,100,7,8,34,3,15,4,1,1,85,6,2,0,38
84,172,33,17,100,7,8,13,3,35,16,0,6,100,1,2,0,38
63,98,37,14,93,6,5,15,4,33,0,0,74,32,4,1,2,83
73,342,133,44,95,6,6,44,3,20,0,3,24,32,6,2,2,43
59,209,96,16,82,4,3,17,1,18,4,1,43,32,6,1,0,70
61,344,87,21,86,4,6,22,5,45,-7,4,39,77,2,6,1,67
60,89,40,27,100,7,8,27,5,37,-7,1,89,54,11,2,6,81
73,354,80,25,100,7,8,25,0,8,15,0,36,32,10,1,2,61
81,370,78,25,96,6,6,26,1,42,0,1,0,67,1,3,0,40
71,410,53,19,84,6,6,23,2,42,-7,2,40,38,4,4,0,75
88,294,84,15,100,7,8,15,2,53,4,1,2,82,2,2,0,50
91,228,127,16,100,7,8,18,0,33,17,0,1,32,2,-8,0,33
64,177,73,31,85,4,5,34,3,62,0,0,5,5,3,4,0,64
72,259,92,27,96,6,6,27,3,30,0,0,14,32,3,3,1,47
72,292,74,22,96,4,6,77,4,22,0,4,7,57,2,3,0,38
62,305,92,31,82,4,5,33,2,33,0,1,39,103,5,3,2,62
75,185,66,25,100,7,8,26,2,23,1,2,26,67,1,2,2,75
63,129,51,13,85,4,6,13,3,46,0,3,43,2,4,2,0,75
63,315,96,45,98,4,6,48,2,46,0,2,41,67,9,3,2,80
78,92,54,13,100,7,8,16,1,14,9,0,43,32,4,1,1,63
75,130,61,20,100,7,8,21,3,19,0,0,57,98,3,3,2,43
50,144,74,36,86,0,2,42,1,52,0,0,92,45,7,4,2,92
66,15,11,2,100,7,8,2,1,100,0,0,62,32,20,1,2,100
57,229,87,33,83,4,2,56,1,23,0,2,20,32,9,-8,1,47
54,376,179,43,79,3,2,53,0,13,-7,0,68,35,24,4,7,91
65,155,68,29,87,5,2,31,1,58,3,1,59,67,4,2,0,60
47,247,88,25,70,0,2,30,0,30,-7,2,94,85,6,2,2,80
91,183,116,7,100,7,8,5,2,0,0,2,2,32,2,-8,0,40
90,177,112,10,100,7,8,10,0,20,23,0,0,32,2,-8,0,67
72,216,107,18,95,6,6,3,3,21,3,5,54,89,6,3,1,75
83,108,58,19,90,6,6,20,1,5,-7,0,0,32,2,1,0,50
67,162,95,16,94,4,6,17,0,19,15,0,67,32,2,1,1,60
61,264,109,30,97,6,6,35,0,37,0,1,86,74,11,3,8,93
73,339,142,34,83,4,6,36,3,36,0,6,7,32,3,5,0,47
67,125,57,19,81,6,5,22,4,19,23,1,16,48,3,3,0,55
74,407,93,49,94,6,5,52,2,35,1,3,34,84,2,4,0,50
90,376,130,17,100,7,8,27,2,53,4,1,1,89,2,2,0,57
71,183,79,14,87,4,6,15,1,67,15,0,58,71,3,3,1,86
81,76,53,8,100,7,8,8,1,25,0,1,21,64,1,2,0,100
65,84,46,26,85,4,6,27,0,37,-7,0,63,77,4,5,0,75
70,312,116,26,81,6,6,26,3,12,0,0,49,32,11,-8,2,75
83,242,92,35,100,7,8,36,3,11,1,2,8,52,6,3,0,36
91,286,133,10,100,7,8,10,0,20,0,0,10,32,2,-8,0,40
60,75,38,27,96,6,6,9,4,30,-7,1,64,85,8,5,2,70
67,143,49,11,83,4,6,12,2,25,0,5,53,76,2,1,1,43
80,183,90,25,92,4,6,0,1,28,-7,0,8,55,4,3,0,73
65,140,23,5,100,7,8,7,0,40,-7,1,95,32,2,1,2,75
50,222,99,24,81,4,5,26,0,38,3,1,42,67,6,3,2,69
73,37,21,3,100,7,8,5,2,50,-7,4,62,99,20,1,2,100
63,152,58,30,91,5,6,32,5,44,0,4,67,57,5,5,2,91
63,282,106,19,80,6,4,26,1,44,0,0,12,32,1,1,0,67
67,85,40,23,100,6,8,24,3,83,-7,2,82,79,1,9,1,92
76,152,65,26,97,5,7,29,4,34,-7,4,25,56,6,5,0,81
73,325,77,17,100,7,8,19,3,32,0,0,70,90,2,2,2,63
81,139,51,14,100,7,8,15,4,20,0,3,16,60,2,3,0,45
81,501,142,19,100,7,8,55,0,0,4,1,53,32,3,-8,1,60
71,313,107,30,100,7,8,32,0,53,0,1,19,15,3,4,0,89
67,222,71,21,82,4,4,22,1,14,0,1,37,32,5,1,0,46
62,157,54,28,86,6,6,31,4,24,9,0,73,46,7,3,2,83
57,338,63,13,67,6,5,17,1,60,1,2,55,90,1,4,1,56
66,176,61,24,92,4,6,24,1,33,0,0,18,92,4,2,1,58
66,176,86,34,89,0,5,33,2,14,3,1,16,33,11,3,0,67
58,247,62,30,94,4,6,32,4,34,9,0,62,70,5,2,2,89
55,80,56,4,56,6,2,9,0,33,0,10,0,71,0,1,2,33
59,183,73,28,90,0,2,31,2,32,0,10,66,62,5,3,1,57
64,254,95,75,95,4,3,82,2,67,-7,2,21,55,5,15,3,77
86,369,80,20,100,7,8,20,1,35,0,0,12,32,1,1,0,33
66,314,96,34,78,5,6,41,1,56,1,4,49,82,3,9,1,71
88,232,92,10,100,7,8,12,1,70,23,0,0,83,0,3,0,60
83,238,128,54,100,7,8,56,2,27,3,1,8,27,4,3,1,47
62,131,59,16,79,6,5,20,4,58,0,4,25,91,3,4,1,70
80,270,128,32,100,7,8,32,0,38,0,0,25,31,3,6,1,77
71,229,89,47,92,0,2,21,3,25,-7,0,24,88,10,4,1,63
67,164,56,39,98,6,6,40,4,50,0,3,61,18,3,3,2,78
87,215,80,18,100,7,8,24,0,33,-7,1,2,32,1,2,0,75
82,355,123,36,97,6,6,29,1,27,11,0,14,46,3,3,0,50
79,183,104,20,95,6,6,20,2,55,-7,0,27,49,5,3,0,100
55,103,47,2,50,6,3,4,2,25,0,1,97,32,2,1,2,100
78,84,25,11,92,6,5,13,1,15,2,4,2,77,1,1,0,20
74,61,22,7,100,7,8,8,4,50,0,1,38,96,2,1,0,100
75,204,121,28,100,7,8,3,0,25,0,2,58,32,7,2,4,69
62,101,39,12,92,6,6,13,3,0,0,3,59,32,6,-8,2,86
78,185,86,16,100,7,8,18,2,29,2,6,40,32,3,-8,1,75
65,247,87,50,96,4,6,52,3,16,4,1,11,22,10,2,1,55
52,132,62,21,86,4,2,22,0,32,0,1,41,90,10,2,1,80
81,262,98,22,100,7,8,23,1,17,0,1,8,60,5,2,1,50
61,159,77,30,76,6,6,33,1,45,-7,2,76,63,8,2,3,91
82,439,101,32,100,7,8,33,2,13,3,1,3,51,5,2,0,33
57,131,81,6,64,0,2,11,0,55,0,0,62,32,20,-8,2,90
56,172,64,16,68,4,5,19,3,37,0,0,46,86,4,2,1,55
59,183,51,18,84,4,2,0,0,32,-7,3,78,73,6,2,4,80
70,37,22,9,100,5,8,9,0,11,0,0,39,32,5,1,1,67
88,183,134,16,100,7,8,0,0,13,-7,0,7,61,3,1,0,57
89,222,136,20,100,7,8,22,0,36,20,0,0,32,0,1,0,17
67,261,118,27,93,4,5,28,0,29,2,6,40,32,4,3,0,88
62,164,43,39,100,7,8,44,17,36,-7,24,54,104,5,11,3,73
61,175,74,11,82,4,6,13,0,27,-7,1,71,77,3,1,2,80
90,320,85,8,100,7,8,8,1,25,12,0,2,32,2,-8,2,67
76,219,75,17,100,7,8,17,0,35,11,1,59,32,3,2,2,71
58,118,40,10,91,6,4,11,2,36,-7,0,50,86,5,3,1,100
89,405,129,10,100,7,8,11,1,45,23,0,29,32,2,1,0,100
77,128,67,35,100,7,8,36,2,17,0,1,24,100,2,2,1,29
75,235,139,26,100,6,8,44,0,35,-7,0,13,32,2,1,0,57
68,87,44,20,85,6,6,20,3,20,0,4,24,32,8,2,0,77
56,243,42,31,100,7,8,61,5,35,-7,4,91,57,10,3,5,93
66,398,77,48,94,4,6,49,5,16,0,2,14,56,11,2,1,52
90,406,146,10,100,7,8,11,1,36,-7,0,0,32,2,1,2,60
61,132,71,12,81,6,5,16,3,31,0,5,86,32,7,1,3,80
65,521,159,36,90,4,6,39,1,41,0,0,19,85,7,2,0,64
71,162,51,13,92,6,6,13,1,15,0,0,51,32,3,1,1,50
73,211,116,23,92,6,6,24,1,13,0,6,41,32,8,1,2,64
72,403,180,23,87,6,6,23,0,17,0,1,53,32,9,1,3,83
84,387,322,4,100,7,8,24,0,25,3,1,22,32,1,-8,0,100
75,260,101,9,58,6,4,12,2,33,0,1,12,99,2,2,0,44
70,284,71,18,100,7,8,19,4,32,0,10,31,100,9,6,0,94
73,106,48,19,95,6,6,20,3,30,1,4,20,89,1,3,1,40
70,319,160,6,86,3,5,7,0,71,7,0,16,32,1,1,0,100
70,88,48,12,100,7,8,12,0,8,0,1,79,89,7,1,2,89
64,108,55,16,75,6,5,21,4,20,0,0,53,69,5,4,1,91
75,164,66,19,100,7,8,19,2,21,0,0,53,92,5,1,1,55
66,198,103,18,83,4,2,11,2,39,0,1,0,59,0,3,0,50
88,185,92,28,100,7,8,28,0,50,16,0,8,62,2,3,0,63
76,163,66,47,100,7,8,47,0,21,0,4,9,82,5,6,1,58
83,267,106,13,92,6,6,13,0,15,-7,0,48,32,4,1,0,83
63,217,100,31,100,6,8,33,2,21,1,3,75,92,13,3,7,94
76,185,69,32,97,6,6,34,3,13,-7,1,16,54,4,3,0,41
61,194,58,14,86,4,6,23,3,36,11,0,23,69,3,3,1,75
74,189,67,41,100,7,8,59,5,31,-7,3,31,61,6,5,1,72
57,57,36,15,80,4,6,10,5,40,-7,1,71,63,7,3,1,91
72,74,39,14,86,6,6,14,1,64,-7,2,7,92,2,1,2,75
68,119,66,13,80,6,3,15,1,27,0,0,10,94,3,3,1,50
61,69,22,9,100,7,8,9,4,44,-7,2,38,63,2,2,1,83
64,56,47,2,50,6,5,4,0,50,0,0,62,23,20,2,2,100
66,119,47,14,100,7,8,16,6,38,0,3,74,100,5,1,2,86
63,201,82,37,84,4,6,38,1,26,0,0,36,32,7,1,2,40
80,324,110,27,100,7,8,52,0,26,14,0,38,73,4,2,2,86
58,164,62,21,70,4,5,24,4,52,0,5,27,94,5,4,0,82
61,146,58,35,63,4,6,44,4,45,6,0,27,87,4,3,2,64
62,260,74,29,86,3,5,35,6,40,-7,5,27,73,7,8,0,63
70,315,108,7,80,6,4,10,2,30,0,2,94,32,2,1,1,100
84,165,88,12,100,7,8,12,0,50,23,0,18,32,1,1,0,67
78,192,104,16,94,6,2,17,1,6,0,3,7,32,2,1,0,33
74,155,65,40,98,6,6,46,0,21,2,1,63,86,2,2,1,67
85,141,78,10,91,6,6,12,1,27,0,3,1,32,1,1,0,50
65,242,83,15,100,6,8,9,4,19,0,2,37,32,4,1,0,75
89,385,94,15,100,7,8,16,1,44,4,1,7,32,2,1,0,100
69,184,76,9,82,6,2,11,0,27,0,0,66,32,4,-8,2,57
85,245,106,16,94,6,6,16,0,25,0,0,0,32,0,-8,0,0
75,235,85,15,94,6,6,16,1,38,-7,1,40,96,1,2,1,50
87,195,115,18,100,7,8,18,0,50,0,0,21,17,3,2,0,63
56,300,86,29,78,4,5,32,0,56,0,0,42,76,5,5,3,71
66,67,124,19,90,6,5,2,1,35,-7,0,4,8,3,2,0,56
72,172,55,22,100,7,8,22,4,77,-7,1,80,32,2,1,1,100
85,175,109,21,100,7,8,23,0,35,0,0,19,32,2,1,0,75
80,264,53,16,100,7,8,27,1,75,23,0,42,23,2,3,0,83
88,153,92,13,100,7,8,14,0,7,0,0,1,32,1,-8,0,25
72,194,98,18,94,6,6,19,0,28,0,0,43,32,3,1,2,57
87,65,71,10,100,7,8,8,0,40,-7,0,12,32,4,1,0,83
72,287,104,26,96,6,6,47,4,11,5,1,24,119,9,1,2,55
81,246,86,21,100,7,8,22,0,55,23,0,0,89,0,6,0,43
72,209,95,41,100,7,8,42,3,38,0,1,42,32,7,2,2,82
62,186,35,19,95,4,6,36,2,32,-7,0,79,90,5,3,4,62
59,319,52,15,100,7,8,18,4,29,0,2,84,85,6,3,2,100
60,168,97,3,25,0,5,11,0,25,0,0,26,68,2,2,0,80
82,103,85,1,50,6,6,3,0,0,0,0,0,32,0,-8,2,0
70,242,57,7,50,6,5,20,0,75,0,1,62,57,20,3,2,100
79,99,28,4,100,7,8,16,0,50,23,0,40,32,1,-8,0,50
91,454,173,9,100,7,8,9,0,33,0,1,1,32,1,-8,0,33
89,388,187,16,100,7,8,16,1,13,23,0,16,32,4,-8,0,45
72,293,101,18,95,6,6,19,3,21,0,0,32,32,5,1,0,46
60,37,22,11,100,7,8,11,1,55,-7,8,112,61,3,1,0,100
78,144,39,18,100,7,8,19,6,37,0,1,3,82,3,4,0,53
80,234,74,23,100,7,8,23,1,17,0,1,32,85,3,2,0,83
81,170,65,23,92,6,6,24,1,33,0,0,11,32,2,2,0,33
61,158,71,21,95,6,6,21,0,29,0,1,95,32,7,2,4,100
68,195,67,22,87,6,5,23,3,52,2,3,74,88,3,3,2,75
74,263,87,29,100,7,8,29,3,41,0,0,31,82,6,5,1,73
57,160,70,6,45,6,3,11,1,73,0,2,64,52,1,4,1,71
75,282,59,22,87,6,6,23,2,30,0,1,17,69,6,3,0,60
65,258,108,27,76,5,4,33,2,30,5,0,66,77,5,3,3,73
58,20,11,4,88,6,4,8,4,88,2,1,62,103,20,4,2,100
62,132,69,27,96,6,6,27,1,41,0,2,66,83,4,3,2,88
69,63,32,16,100,6,7,17,3,41,-7,7,45,57,5,3,0,80
60,107,51,24,100,7,8,24,1,42,0,3,64,50,8,3,5,79
73,29,23,2,100,7,8,2,0,50,0,2,62,32,20,-8,2,90
91,287,161,22,100,7,8,23,0,30,15,0,1,19,1,2,0,23
80,167,48,12,100,7,8,22,4,57,-7,5,27,32,3,1,0,100
63,308,105,16,70,3,5,20,0,60,0,0,42,42,4,4,1,73
71,133,69,16,94,6,2,19,3,72,0,2,13,41,2,2,1,80
86,202,81,25,100,7,8,6,0,28,23,0,11,19,3,2,0,63
72,232,98,33,97,4,6,36,3,64,3,2,22,92,3,6,0,77
73,185,65,27,100,7,8,27,4,48,0,5,46,26,5,4,1,69
59,182,105,11,53,4,5,20,2,65,0,0,31,92,2,3,0,100
86,321,96,15,100,7,8,16,0,47,23,0,16,59,3,2,0,63
74,264,64,28,96,6,6,58,1,29,-7,5,37,32,5,2,1,44
65,120,63,5,80,6,5,10,1,80,0,5,62,32,20,1,2,100
85,133,68,43,100,7,8,47,6,34,0,0,2,86,2,3,0,31
82,193,75,36,100,7,8,37,3,38,0,5,7,32,2,2,0,33
86,199,83,17,100,7,8,19,3,37,0,2,1,21,1,3,1,33
74,52,26,16,100,7,8,16,2,19,0,1,45,56,3,2,0,56
59,137,62,16,100,7,8,18,3,59,0,1,58,93,2,1,1,100
73,246,79,26,100,7,8,29,6,26,0,1,50,32,4,2,4,50
56,457,22,11,91,4,6,17,4,55,-7,1,92,82,5,4,2,100
67,151,67,22,96,6,5,28,3,61,1,6,52,69,4,5,2,82
84,304,92,27,100,7,8,30,2,40,2,2,22,50,3,3,0,86
85,253,82,15,94,6,6,18,4,33,-7,1,6,101,1,2,0,38
61,205,77,34,86,0,6,37,3,31,5,3,26,64,5,5,0,71
69,87,35,15,67,6,6,15,2,60,0,2,0,76,1,2,2,50
60,170,52,3,100,6,8,5,2,60,0,14,62,92,1,2,2,75
80,151,80,10,100,7,8,10,0,40,0,0,54,87,3,2,0,100
70,55,50,2,100,7,8,2,0,50,0,3,92,32,1,-8,2,100
80,168,83,21,91,6,6,23,2,35,0,2,8,62,3,3,0,55
89,485,196,6,100,7,8,6,0,17,23,0,6,32,1,-8,0,33
64,320,121,33,88,6,6,34,0,27,14,0,52,47,12,4,3,76
87,172,112,18,100,7,8,3,0,28,-7,0,7,25,4,2,0,75
58,162,103,35,66,5,2,41,1,49,0,1,69,92,8,5,2,88
63,172,68,11,83,3,5,12,1,42,0,4,69,92,2,3,2,83
88,183,112,23,100,7,8,0,2,33,3,1,1,87,1,2,0,30
65,12,12,1,100,7,8,1,0,100,-7,1,62,92,20,1,2,100
74,198,53,11,92,6,2,12,1,33,4,2,3,32,2,1,0,43
68,244,84,20,86,6,5,21,3,29,8,0,84,32,4,1,3,56
65,183,13,5,100,7,8,7,4,57,-7,2,54,88,2,2,0,80
77,437,115,35,100,7,8,31,4,26,1,3,23,74,6,2,0,50
68,179,101,24,92,6,6,24,1,29,0,2,62,82,8,2,2,73
84,294,119,44,100,7,8,47,3,68,0,2,4,67,5,8,2,76
88,360,115,26,100,7,8,28,1,39,1,2,4,32,4,1,0,45
81,171,34,15,100,7,8,16,4,19,0,1,5,76,5,2,0,64
73,412,192,23,87,6,6,55,0,26,5,0,38,32,11,1,1,100
70,256,168,35,86,6,4,37,1,14,-7,0,53,49,12,1,3,72
83,232,83,28,100,7,8,53,1,18,11,0,5,12,5,2,0,41
82,186,91,31,97,6,6,31,2,19,11,0,4,87,1,1,0,14
63,164,51,10,82,6,5,11,0,55,0,0,68,84,4,3,2,100
85,183,99,18,100,7,8,0,0,0,1,1,18,32,4,-8,0,67
60,117,52,24,92,4,6,27,1,33,0,1,32,76,6,3,0,90
71,404,130,26,81,4,5,27,1,15,0,0,19,49,5,2,1,44
86,199,94,32,100,7,8,32,1,31,19,0,18,39,3,2,0,42
55,321,102,7,64,4,5,11,1,27,23,0,87,100,3,2,2,100
58,175,57,45,96,3,5,47,1,53,0,3,69,85,6,12,3,78
72,262,82,32,100,7,8,34,5,35,2,1,93,99,8,3,4,92
85,251,80,45,98,6,6,48,3,17,0,1,3,32,2,1,0,20
71,188,63,46,98,6,6,47,7,23,0,1,44,39,8,4,5,50
80,144,58,13,100,7,8,19,1,21,6,0,22,51,2,2,0,67
89,364,165,14,100,7,8,14,0,36,3,1,6,48,2,3,0,67
70,217,66,31,97,6,6,33,6,52,0,2,71,94,3,9,1,82
67,96,63,20,75,4,6,20,0,55,0,0,4,78,3,3,0,60
74,193,91,19,100,7,8,22,2,18,-7,1,90,79,6,2,4,73
68,170,78,49,100,7,8,54,1,19,12,0,1,32,2,2,0,57
60,146,116,6,55,0,2,11,1,55,-7,1,83,32,1,1,1,75
84,140,54,8,100,7,8,9,2,33,3,2,10,89,1,3,0,67
54,109,59,31,94,4,2,33,2,38,0,3,62,32,8,1,3,82
